59,11790799
75,15021908
80,16071634
81,16299604
76,15305101
93,18704906
88,17716212
91,18313802
105,21142130
112,22550536
156,31731928
158,32136634
168,34185551
170,35739172
184,38739162
194,39492468
202,40376364
210,43534549
208,42426624
212,43270561
232,43338901
248,44757339
247,45371034
251,47280453
