100,11790799
200,15021908
300,16071634
400,16299604
500,15305101
600,18704906
700,17716212
800,18313802
900,21142130
1000,22550536
10000,31731928
20000,32136634
30000,34185551
40000,41739172
50000,41739162
60000,39492468
70000,40376364
80000,43534549
90000,42426624
100000,43270561
200000,43338901
300000,44757339
400000,44371034
500000,47280453
