10 , 39194
20 , 78347
30 , 117629
40 , 141268
50 , 161020
60 , 188725
70 , 165007
80 , 200652
90 , 216529
100 , 232429
110 , 256319
120 , 248349
130 , 260301
140 , 244372
150 , 260320
160 , 252351
170 , 260330
180 , 260334
190 , 272307
200 , 296284
210 , 272311
220 , 276310
230 , 292299
240 , 284310
250 , 324344
260 , 336395
270 , 260382
280 , 276354
290 , 292338
300 , 316362
